message,severity,attributes,tags,timestamp
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:08.165932794Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:08.165938984Z
Time: 2026-04-02 07:48:07 UTC,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:08.165945185Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:08.165950269Z
DATABASE_URL: postgresql://postgres:XfccumoOsYWLMeAxQLzsKLyzTbTxznTW@postgres.railway.internal:5432/railway,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:08.165955022Z
Running Prisma db push...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:08.165959836Z
Using PostgreSQL database,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:08.165964676Z
Starting Container,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:08.420323747Z
Prisma schema loaded from prisma/schema.prisma,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:09.178198662Z
"Datasource ""db"": PostgreSQL database ""railway"", schema ""public"" at ""postgres.railway.internal:5432""",info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8e742c7-fd58-4839-abec-b04a495e1b44"",""replica"":""9a97e4c2-a192-4277-9593-7e8d80b64342""}",2026-04-02T07:48:09.178203368Z
