message,severity,attributes,tags,timestamp
Starting Container,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:32.740472634Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.804385657Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.804392327Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.804399337Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.804410702Z
Prisma schema loaded from prisma/schema.prisma,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.850043944Z
"Datasource ""db"": SQLite database ""whatsapp.db"" at ""file:/app/data/whatsapp.db""",info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.856578450Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.897674775Z
SQLite database whatsapp.db created at file:/app/data/whatsapp.db,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.897681228Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.987266296Z
🚀  Your database is now in sync with your Prisma schema. Done in 96ms,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.987272723Z
┌─────────────────────────────────────────────────────────┐,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""c8c0bb84-5afb-457d-a95c-6c6f15f7b654"",""replica"":""4e696db8-bf80-42fe-b4ad-5ff53bcd87d0""}",2026-03-20T04:34:33.987278833Z
