message,severity,attributes,tags,timestamp
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:36.434199030Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:36.434211150Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:36.434285316Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:36.434290725Z
Starting Container,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:36.751096036Z
│                                                         │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:37.421572399Z
│  This is a major update - please follow the guide at    │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:37.421583088Z
│  https://pris.ly/d/major-version-upgrade                │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:37.421589145Z
│                                                         │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:37.421597815Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:37.421606629Z
🚀  Your database is now in sync with your Prisma schema. Done in 66ms,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:37.421612847Z
Prisma schema loaded from prisma/schema.prisma,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""ca6042cb-637e-49d1-85a7-10ee4de39288"",""replica"":""cb4e1448-69b3-43c9-a6bd-1ed5193590ff""}",2026-03-20T05:59:37.421618020Z
