message,severity,attributes,tags,timestamp
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:50.241613618Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:50.241625116Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:50.241627974Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:50.241638988Z
Time: 2026-03-29 02:08:49 UTC,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:50.241647391Z
Starting Container,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:50.448204377Z
Prisma schema loaded from prisma/schema.prisma,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:51.259823090Z
"Datasource ""db"": SQLite database ""whatsapp.db"" at ""file:/app/data/whatsapp.db""",info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:51.265876669Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:51.292170586Z
SQLite database whatsapp.db created at file:/app/data/whatsapp.db,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:51.292180304Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""321049af-1e5a-4184-8f77-6142b4346196"",""replica"":""076798bd-f35c-43ad-9382-ab4e1f64a4a8""}",2026-03-29T02:08:51.389353365Z
