message,severity,attributes,tags,timestamp
DATABASE_URL: file:/app/data/whatsapp.db,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.120315577Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.120326192Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.120341564Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.120348682Z
Time: 2026-03-31 13:29:17 UTC,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.120354617Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.120360074Z
Starting Container,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.357649557Z
Prisma schema loaded from prisma/schema.prisma,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.737209944Z
"Datasource ""db"": SQLite database ""whatsapp.db"" at ""file:/app/data/whatsapp.db""",info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.738423091Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.808374190Z
SQLite database whatsapp.db created at file:/app/data/whatsapp.db,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:18.808380821Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:19.131691011Z
Setting up Prisma symlinks...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:19.131699092Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""5b8aa719-cfd1-44db-ac15-790089d8d8fb"",""replica"":""ef1c5072-7926-42cf-af2d-a3dcff8d17ef""}",2026-03-31T13:29:19.131704887Z
