message,severity,attributes,tags,timestamp
Starting Container,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:38.506325673Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:38.751185005Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:38.751192709Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:38.751201037Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:38.751210134Z
"Failed to load config file ""/app"" as a TypeScript/JavaScript module. Error: Error: ENOTDIR: not a directory, lstat '/app/.config/prisma'",error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:39.276367057Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:39.861999239Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:39.862003924Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:39.862008341Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:39.862013106Z
"Failed to load config file ""/app"" as a TypeScript/JavaScript module. Error: Error: ENOTDIR: not a directory, lstat '/app/.config/prisma'",error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:40.763511144Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:41.372228410Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:41.372237552Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:41.372243003Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:41.374295826Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:42.942997691Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:42.943013610Z
"Failed to load config file ""/app"" as a TypeScript/JavaScript module. Error: Error: ENOTDIR: not a directory, lstat '/app/.config/prisma'",error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:43.845124738Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:44.417808096Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:44.417814985Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:44.417836243Z
"Failed to load config file ""/app"" as a TypeScript/JavaScript module. Error: Error: ENOTDIR: not a directory, lstat '/app/.config/prisma'",error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:45.367551077Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:45.959617899Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:45.959627317Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:45.959633719Z
"Failed to load config file ""/app"" as a TypeScript/JavaScript module. Error: Error: ENOTDIR: not a directory, lstat '/app/.config/prisma'",error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:46.919484570Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:47.488846337Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:47.488853276Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:47.488867085Z
"Failed to load config file ""/app"" as a TypeScript/JavaScript module. Error: Error: ENOTDIR: not a directory, lstat '/app/.config/prisma'",error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:48.475978503Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:49.066947389Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:49.066952620Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:49.066958207Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""1412d428-d25d-43f7-90f5-5189b1e60d99"",""replica"":""a52a82ab-5bfc-49ae-ba63-ac246b4fbf4c""}",2026-03-28T00:30:49.066963278Z
