message,severity,attributes,tags,timestamp
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:13.518794707Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:13.518799164Z
Time: 2026-03-31 14:36:13 UTC,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:13.518805821Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:13.518812751Z
DATABASE_URL: file:/app/data/whatsapp.db,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:13.518817579Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:13.518823261Z
Starting Container,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:14.012969630Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:14.641225870Z
SQLite database whatsapp.db created at file:/app/data/whatsapp.db,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:14.641240434Z
Prisma schema loaded from prisma/schema.prisma,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:14.641272191Z
"Datasource ""db"": SQLite database ""whatsapp.db"" at ""file:/app/data/whatsapp.db""",info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""509f9a3a-d271-4bd0-bf83-1f64397ab91d"",""replica"":""2c2e70ce-01d6-4d59-bf4a-cf53a5e5b4c2""}",2026-03-31T14:36:14.641279871Z
