message,severity,attributes,tags,timestamp
Time: 2026-03-31 11:36:37 UTC,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:37.940565564Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:37.940579851Z
DATABASE_URL: file:/app/data/whatsapp.db,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:37.940588833Z
Running Prisma migrations...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:37.940594538Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:37.940695542Z
Starting WhatsApp Warmer Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:37.940701511Z
Starting Container,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:38.383263169Z
Prisma schema loaded from prisma/schema.prisma,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.026355611Z
"Datasource ""db"": SQLite database ""whatsapp.db"" at ""file:/app/data/whatsapp.db""",info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.033742111Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.075204173Z
SQLite database whatsapp.db created at file:/app/data/whatsapp.db,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.075215677Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158254001Z
🚀  Your database is now in sync with your Prisma schema. Done in 73ms,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158263329Z
┌─────────────────────────────────────────────────────────┐,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158269943Z
│  Update available 6.19.2 -> 7.6.0                       │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158275845Z
│                                                         │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158282047Z
│  This is a major update - please follow the guide at    │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158301032Z
│  https://pris.ly/d/major-version-upgrade                │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158307547Z
│                                                         │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158313587Z
│  Run the following to update                            │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158318351Z
│    npm i --save-dev prisma@latest                       │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158324770Z
│    npm i @prisma/client@latest                          │,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158330564Z
└─────────────────────────────────────────────────────────┘,error,"{""level"":""error""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158335836Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.158342890Z
Setting up Prisma symlinks...,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.184108590Z
,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.199372935Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.199381489Z
STEP 1: Starting WhatsApp Service,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.199396169Z
==========================================,info,"{""level"":""info""}","{""project"":""ce3616d9-58ad-4ec7-a294-1821e1564434"",""environment"":""fb6513d0-42a4-4660-82b5-509c54b15f2a"",""service"":""4978aa94-666c-47c7-8024-3ada55195a51"",""deployment"":""712b0e54-796b-454a-9d9d-e85b60f7acf3"",""replica"":""2158a14f-0c1a-4048-a36f-f267da40e7c7""}",2026-03-31T11:36:39.199405519Z
